Opening	UCI_moves	move_index	prob	prob_trimmed	white_wins	draws	black_wins	white_win_prob	draw_prob	black_win_prob	san	fen	cluster_idx	stockfish_eval	analysis_url
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,b1c3,d7d6,h2h4	7	0.0172373800355025	0.25689417579503	1335	83	920	0.571000855431993	0.0355004277159965	0.39349871685201	1. Nf3 g6 2. d4 Bg7 3. Nc3 d6 4. h4	rnbqk1nr/ppp1ppbp/3p2p1/8/3P3P/2N2N2/PPP1PPP1/R1BQKB1R b KQkq - 0 4	220	19	https://lichess.org/mV2WEcuM
C00: French Defense: Alapin Gambit	e2e4,e7e6,d2d4,d7d5,c1e3,d5e4,f2f3,g8f6,f3e4,f6e4,f1d3	11	0.0130496685092547	0.111020683734824	314	16	220	0.570909090909091	0.029090909090909	0.4	1. e4 e6 2. d4 d5 3. Be3 dxe4 4. f3 Nf6 5. fxe4 Nxe4 6. Bd3	rnbqkb1r/ppp2ppp/4p3/8/3Pn3/3BB3/PPP3PP/RN1QK1NR b KQkq - 1 6	221	-122	https://lichess.org/DUYV6MLw
B21: Sicilian Defense: Smith-Morra Gambit	e2e4,c7c5,d2d4,c5d4,f1c4,b8c6,c4f7,e8f7,g1f3,g8f6,e4e5	11	0.0289617227967261	0.123630073905724	435	10	317	0.570866141732283	0.0131233595800524	0.416010498687664	1. e4 c5 2. d4 cxd4 3. Bc4 Nc6 4. Bxf7+ Kxf7 5. Nf3 Nf6 6. e5	r1bq1b1r/pp1ppkpp/2n2n2/4P3/3p4/5N2/PPP2PPP/RNBQK2R b KQ - 0 6	222	-481	https://lichess.org/nc0Q1Dru
C00: French Defense: Horwitz Attack, Papa-Ticulat Gambit	e2e4,e7e6,b2b3,d7d5,c1b2,d5e4,b1c3,g8f6,h2h3	9	0.0331716626463443	0.28220951857944	343	18	240	0.570715474209651	0.0299500831946755	0.399334442595674	1. e4 e6 2. b3 d5 3. Bb2 dxe4 4. Nc3 Nf6 5. h3	rnbqkb1r/ppp2ppp/4pn2/8/4p3/1PN4P/PBPP1PP1/R2QKBNR b KQkq - 0 5	223	-128	https://lichess.org/6F6HdFin
D00: Blackmar-Diemer Gambit: Teichmann Variation	d2d4,d7d5,e2e4,d5e4,b1c3,g8f6,f2f3,e4f3,g1f3,c8g4,h2h3	11	0.0447633236320094	0.126246009250394	26618	1945	18077	0.570711835334477	0.0417024013722126	0.38758576329331	1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4 6. h3	rn1qkb1r/ppp1pppp/5n2/8/3P2b1/2N2N1P/PPP3P1/R1BQKB1R b KQkq - 0 6	224	-30	https://lichess.org/pEPMcbkh
A10: English Opening: Anglo-Scandinavian Defense	c2c4,d7d5,c4d5,d8d5,e2e3,g8f6,a2a3	7	0.0119002341290321	0.154544731496843	502	21	357	0.570454545454545	0.0238636363636363	0.405681818181818	1. c4 d5 2. cxd5 Qxd5 3. e3 Nf6 4. a3	rnb1kb1r/ppp1pppp/5n2/3q4/8/P3P3/1P1P1PPP/RNBQKBNR b KQkq - 0 4	225	1	https://lichess.org/DEP8vYGS
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,e2e4,f8g7,d2d3,e7e6,b1d2,g8e7,e4e5	9	0.0108928576251303	0.162339733526615	322	16	227	0.569911504424779	0.0283185840707964	0.401769911504425	1. Nf3 g6 2. e4 Bg7 3. d3 e6 4. Nbd2 Ne7 5. e5	rnbqk2r/ppppnpbp/4p1p1/4P3/8/3P1N2/PPPN1PPP/R1BQKB1R b KQkq - 0 5	226	-48	https://lichess.org/Tszj0MJo
C45: Scotch Game: Classical Variation	e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,f3d4,f8c5,d4f5,d8f6,b1c3	11	0.0349502446093926	0.110134319829998	8847	529	6152	0.569744976816074	0.0340674909840288	0.396187532199897	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Nf5 Qf6 6. Nc3	r1b1k1nr/pppp1ppp/2n2q2/2b2N2/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 4 6	227	16	https://lichess.org/X2ToBMWK
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,e2e4,f8g7,e4e5,e7e6,h2h4,g8e7,h4h5	9	0.0138804187429689	0.206864310314021	401	29	274	0.569602272727273	0.0411931818181818	0.389204545454545	1. Nf3 g6 2. e4 Bg7 3. e5 e6 4. h4 Ne7 5. h5	rnbqk2r/ppppnpbp/4p1p1/4P2P/8/5N2/PPPP1PP1/RNBQKB1R b KQkq - 0 5	228	55	https://lichess.org/OYsaGzwi
C00: French Defense: Alapin Gambit	e2e4,e7e6,d2d4,d7d5,c1e3,g8f6,e4e5,f6d7,f2f4	9	0.0143540415082817	0.122117699884661	1015	65	702	0.569584736251403	0.0364758698092031	0.393939393939394	1. e4 e6 2. d4 d5 3. Be3 Nf6 4. e5 Nfd7 5. f4	rnbqkb1r/pppn1ppp/4p3/3pP3/3P1P2/4B3/PPP3PP/RN1QKBNR b KQkq - 0 5	229	63	https://lichess.org/CtWtRHWf
C24: Bishop's Opening: Berlin Defense	e2e4,e7e5,f1c4,g8f6,c4f7,e8f7,g1f3,d7d6,d2d4	9	0.031773232987739	0.100123001799085	2899	144	2047	0.569548133595285	0.0282907662082514	0.402161100196464	1. e4 e5 2. Bc4 Nf6 3. Bxf7+ Kxf7 4. Nf3 d6 5. d4	rnbq1b1r/ppp2kpp/3p1n2/4p3/3PP3/5N2/PPP2PPP/RNBQK2R b KQ - 0 5	230	-517	https://lichess.org/NFOd3iQk
A00: Hungarian Opening: Catalan Formation	g2g3,e7e6,f1g2,d7d5,g1h3,g8f6,e1h1,f8e7,f2f4	9	0.0127012861011621	0.131939955925063	1438	58	1029	0.569504950495049	0.0229702970297029	0.407524752475247	1. g3 e6 2. Bg2 d5 3. Nh3 Nf6 4. O-O Be7 5. f4	rnbqk2r/ppp1bppp/4pn2/3p4/5P2/6PN/PPPPP1BP/RNBQ1RK1 b kq - 0 5	231	-43	https://lichess.org/Hq7N8fW0
C53: Italian Game: Classical Variation, Center Attack	e2e4,e7e5,g1f3,b8c6,f1c4,f8c5,c2c3,g8f6,d2d4,e5d4,c4f7,e8f7,e1h1	13	0.0433709145190901	0.136669320182134	955	43	679	0.569469290399523	0.0256410256410256	0.404889683959451	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. Bxf7+ Kxf7 7. O-O	r1bq3r/pppp1kpp/2n2n2/2b5/3pP3/2P2N2/PP3PPP/RNBQ1RK1 b - - 1 7	232	-455	https://lichess.org/UnBwYR0y
A45: Indian Defense	d2d4,g8f6,c2c3,e7e6,c1f4,d7d5,f4c7	7	0.0324036387264231	0.128331180706711	695	30	496	0.569205569205569	0.0245700245700245	0.406224406224406	1. d4 Nf6 2. c3 e6 3. Bf4 d5 4. Bxc7	rnbqkb1r/ppB2ppp/4pn2/3p4/3P4/2P5/PP2PPPP/RN1QKBNR b KQkq - 0 4	233	-667	https://lichess.org/ae91iwlG
C24: Bishop's Opening: Berlin Defense	e2e4,e7e5,f1c4,g8f6,c4f7,e8f7,g1f3,d7d6,c2c3	9	0.031773232987739	0.100123001799085	7110	345	5039	0.569073155114455	0.0276132543620938	0.403313590523451	1. e4 e5 2. Bc4 Nf6 3. Bxf7+ Kxf7 4. Nf3 d6 5. c3	rnbq1b1r/ppp2kpp/3p1n2/4p3/4P3/2P2N2/PP1P1PPP/RNBQK2R b KQ - 0 5	234	-525	https://lichess.org/IsE8ekjc
A01: Nimzo-Larsen Attack: Indian Variation	b2b3,g8f6,c1b2,g7g6,b2f6,e7f6,d2d4,f8g7,g2g3	9	0.0499246334206251	0.339472888774542	1109	161	679	0.56900974858902	0.0826064648537711	0.348383786557209	1. b3 Nf6 2. Bb2 g6 3. Bxf6 exf6 4. d4 Bg7 5. g3	rnbqk2r/pppp1pbp/5pp1/8/3P4/1P4P1/P1P1PP1P/RN1QKBNR b KQkq - 0 5	235	-19	https://lichess.org/tt8hsZwC
B15: Caro-Kann Defense: Forgacs Variation	e2e4,c7c6,d2d4,d7d5,b1d2,d5e4,d2e4,g8f6,e4f6,e7f6,f1c4,f8d6,d1h5,e8h8,g1f3	15	0.0130145478881959	0.157680454200513	476	48	313	0.568697729988053	0.057347670250896	0.373954599761051	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. Bc4 Bd6 7. Qh5 O-O 8. Nf3	rnbq1rk1/pp3ppp/2pb1p2/7Q/2BP4/5N2/PPP2PPP/R1B1K2R b KQ - 5 8	236	-54	https://lichess.org/CC5j1pfl
A00: Mieses Opening	d2d3,e7e6,b1c3,d7d5,c1f4,g8f6,c3b5	7	0.0176450861167185	0.156796271050243	356	21	249	0.568690095846645	0.0335463258785942	0.39776357827476	1. d3 e6 2. Nc3 d5 3. Bf4 Nf6 4. Nb5	rnbqkb1r/ppp2ppp/4pn2/1N1p4/5B2/3P4/PPP1PPPP/R2QKBNR b KQkq - 3 4	237	-32	https://lichess.org/3MavMccz
B18: Caro-Kann Defense: Classical Variation, Main Line	e2e4,c7c6,d2d4,d7d5,b1d2,d5e4,d2e4,c8f5,e4g3,f5g6,h2h4,h7h6,h4h5,g6h7,f2f4	15	0.0231770853243821	0.280806784253127	1125	142	712	0.568468923698838	0.0717534108135422	0.35977766548762	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. h5 Bh7 8. f4	rn1qkbnr/pp2pppb/2p4p/7P/3P1P2/6N1/PPP3P1/R1BQKBNR b KQkq - 0 8	238	0	https://lichess.org/8zfVuJnf
A00: Van Geet Opening: Reversed Nimzowitsch	b1c3,e7e5,d2d4,e5d4,d1d4,b8c6,d4e4,d8e7,e4e7,f8e7,c3d5	11	0.0162227665144188	0.127690185943601	852	105	542	0.56837891927952	0.0700466977985323	0.361574382921948	1. Nc3 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe4+ Qe7 5. Qxe7+ Bxe7 6. Nd5	r1b1k1nr/ppppbppp/2n5/3N4/8/8/PPP1PPPP/R1B1KBNR b KQkq - 1 6	239	0	https://lichess.org/whMNY0HK
A00: Van't Kruijs Opening	e2e3,e7e5,b2b3,d7d5,c1b2,b8c6,f1b5,f8d6,b5c6,b7c6,f2f4	11	0.0372398707508303	0.155653869632797	4936	339	3412	0.568205364337516	0.039023828709566	0.392770806952918	1. e3 e5 2. b3 d5 3. Bb2 Nc6 4. Bb5 Bd6 5. Bxc6+ bxc6 6. f4	r1bqk1nr/p1p2ppp/2pb4/3pp3/5P2/1P2P3/PBPP2PP/RN1QK1NR b KQkq - 0 6	240	-105	https://lichess.org/sdWPkKTx
A05: Zukertort Opening: Nimzo-Larsen Variation	b2b3,g8f6,g1f3,g7g6,c1b2,f8g7,g2g3,e8h8,b2f6	9	0.054148115969967	0.368191333427591	1267	137	826	0.568161434977578	0.0614349775784753	0.370403587443946	1. b3 Nf6 2. Nf3 g6 3. Bb2 Bg7 4. g3 O-O 5. Bxf6	rnbq1rk1/ppppppbp/5Bp1/8/8/1P3NP1/P1PPPP1P/RN1QKB1R b KQ - 0 5	241	-145	https://lichess.org/btBDFO1d
B10: Caro-Kann Defense: Goldman Variation	e2e4,c7c6,b1c3,d7d5,d1f3,d5e4,c3e4,g8f6,d2d3,f6e4,d3e4	11	0.0163016490882941	0.197506010546166	688	26	497	0.568125516102395	0.0214698596201486	0.410404624277457	1. e4 c6 2. Nc3 d5 3. Qf3 dxe4 4. Nxe4 Nf6 5. d3 Nxe4 6. dxe4	rnbqkb1r/pp2pppp/2p5/8/4P3/5Q2/PPP2PPP/R1B1KBNR b KQkq - 0 6	242	35	https://lichess.org/9a4l55N0
B01: Scandinavian Defense: Modern Variation	e2e4,d7d5,e4d5,g8f6,g1f3,f6d5,f1b5,c7c6,b5e2	9	0.0108047305056449	0.109610567220576	751	55	516	0.568078668683812	0.0416036308623298	0.390317700453858	1. e4 d5 2. exd5 Nf6 3. Nf3 Nxd5 4. Bb5+ c6 5. Be2	rnbqkb1r/pp2pppp/2p5/3n4/8/5N2/PPPPBPPP/RNBQK2R b KQkq - 1 5	243	20	https://lichess.org/AJYo5AQS
B10: Caro-Kann Defense	e2e4,c7c6,b1c3,d7d5,g2g3,d5d4,c3e2	7	0.0132867247662035	0.160978069616416	4098	276	2843	0.567825966468061	0.0382430372731051	0.393930996258833	1. e4 c6 2. Nc3 d5 3. g3 d4 4. Nce2	rnbqkbnr/pp2pppp/2p5/8/3pP3/6P1/PPPPNP1P/R1BQKBNR b KQkq - 1 4	244	-34	https://lichess.org/3tQpZaHv
C47: Four Knights Game: Halloween Gambit	b1c3,e7e5,g1f3,b8c6,e2e4,g8f6,f3e5,c6e5,d2d4,e5g6,e4e5,f6g8,d1f3	13	0.0130333067368275	0.102585792577754	1281	75	900	0.56781914893617	0.0332446808510638	0.398936170212766	1. Nc3 e5 2. Nf3 Nc6 3. e4 Nf6 4. Nxe5 Nxe5 5. d4 Ng6 6. e5 Ng8 7. Qf3	r1bqkbnr/pppp1ppp/6n1/4P3/3P4/2N2Q2/PPP2PPP/R1B1KB1R b KQkq - 2 7	245	-233	https://lichess.org/E16GFRj9
A00: Van Geet Opening: Dunst-Perrenet Gambit	e2e4,d7d5,d2d3,d5e4,b1c3,e4d3,f1d3,g8f6,c1g5	9	0.030233763751558	0.306711952907089	11835	717	8293	0.56776205325018	0.0343967378268169	0.397841208923003	1. e4 d5 2. d3 dxe4 3. Nc3 exd3 4. Bxd3 Nf6 5. Bg5	rnbqkb1r/ppp1pppp/5n2/6B1/8/2NB4/PPP2PPP/R2QK1NR b KQkq - 2 5	246	-55	https://lichess.org/bAtkovrN
C44: Scotch Game: Scotch Gambit, Dubois Réti Defense	e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,f1c4,g8f6,c4f7,e8f7,e4e5	11	0.0522615529225919	0.164685273271086	2664	99	1930	0.567653952695504	0.0210952482420626	0.411250799062433	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. Bxf7+ Kxf7 6. e5	r1bq1b1r/pppp1kpp/2n2n2/4P3/3p4/5N2/PPP2PPP/RNBQK2R b KQ - 0 6	247	-558	https://lichess.org/yLHB1sWz
C00: French Defense: King's Indian Attack	d2d3,e7e6,e2e4,d7d5,b1c3,d5e4,c1d2,e4d3,f1d3	9	0.0148753520841627	0.132184094876491	882	47	625	0.567567567567568	0.0302445302445302	0.402187902187902	1. d3 e6 2. e4 d5 3. Nc3 dxe4 4. Bd2 exd3 5. Bxd3	rnbqkbnr/ppp2ppp/4p3/8/8/2NB4/PPPB1PPP/R2QK1NR b KQkq - 0 5	248	-51	https://lichess.org/6PeCYzC6
B12: Caro-Kann Defense: Advance Variation, Bayonet Attack	e2e4,c7c6,e4e5,d7d5,d2d4,c8f5,g2g4,f5g6,h2h4,h7h5,e5e6	11	0.0120447282745045	0.14593040352698	16449	1029	11506	0.567520011040574	0.0355023461219983	0.396977642837427	1. e4 c6 2. e5 d5 3. d4 Bf5 4. g4 Bg6 5. h4 h5 6. e6	rn1qkbnr/pp2ppp1/2p1P1b1/3p3p/3P2PP/8/PPP2P2/RNBQKBNR b KQkq - 0 6	249	-26	https://lichess.org/Dxvvd1ZJ
A00: Van't Kruijs Opening	e2e3,e7e6,d2d4,d7d5,f1d3,c7c5,f2f4	7	0.0151634053194828	0.132798672427308	5928	394	4126	0.567381316998469	0.0377105666156202	0.394908116385911	1. e3 e6 2. d4 d5 3. Bd3 c5 4. f4	rnbqkbnr/pp3ppp/4p3/2pp4/3P1P2/3BP3/PPP3PP/RNBQK1NR b KQkq - 0 4	250	-66	https://lichess.org/JqyKCAlc
A10: English Opening: Anglo-Scandinavian Defense, Schulz Gambit	c2c4,d7d5,c4d5,g8f6,d2d4	5	0.0125304517125885	0.162729176120306	679074	49193	468824	0.56727015740658	0.0410937848501074	0.391636057743313	1. c4 d5 2. cxd5 Nf6 3. d4	rnbqkb1r/ppp1pppp/5n2/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq - 0 3	251	74	https://lichess.org/0uok6vbp
C22: Center Game: Normal Variation	e2e4,e7e5,d2d4,e5d4,d1d4,b8c6,d4a4,d7d6,g1f3,c8d7,b1c3	11	0.0376931469122154	0.118777683642117	2620	176	1823	0.567222342498376	0.0381034856029443	0.394674171898679	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qa4 d6 5. Nf3 Bd7 6. Nc3	r2qkbnr/pppb1ppp/2np4/8/Q3P3/2N2N2/PPP2PPP/R1B1KB1R b KQkq - 3 6	252	13	https://lichess.org/0qBBPn4S
C00: French Defense: Steinitz Attack	e2e4,e7e6,e4e5,d7d5,f1b5,c7c6,b5e2	7	0.0451444831811491	0.38406886627595	3542	160	2544	0.567082933077169	0.0256163944924751	0.407300672430355	1. e4 e6 2. e5 d5 3. Bb5+ c6 4. Be2	rnbqkbnr/pp3ppp/2p1p3/3pP3/8/8/PPPPBPPP/RNBQK1NR b KQkq - 1 4	253	-46	https://lichess.org/Fq2v52C2
B10: Caro-Kann Defense: Hector Gambit	e2e4,c7c6,g1f3,d7d5,b1c3,d5e4,f3g5,g8f6,f1c4,e7e6,c3e4	11	0.0225716603510655	0.273471632421731	520	55	342	0.567066521264995	0.0599781897491821	0.372955288985823	1. e4 c6 2. Nf3 d5 3. Nc3 dxe4 4. Ng5 Nf6 5. Bc4 e6 6. Ncxe4	rnbqkb1r/pp3ppp/2p1pn2/6N1/2B1N3/8/PPPP1PPP/R1BQK2R b KQkq - 0 6	254	1	https://lichess.org/8xhYYceW
A00: Van Geet Opening: Reversed Nimzowitsch	b1c3,e7e5,g1f3,e5e4,c3e4	5	0.0219442962061195	0.172724625018203	15484	909	10918	0.566951045366336	0.033283292446267	0.399765662187397	1. Nc3 e5 2. Nf3 e4 3. Nxe4	rnbqkbnr/pppp1ppp/8/8/4N3/5N2/PPPPPPPP/R1BQKB1R b KQkq - 0 3	255	113	https://lichess.org/h2FIhf7F
A00: Van't Kruijs Opening	e2e3,e7e6,b2b3,d7d5,c1b2,g8f6,f2f4,f8e7,g1f3,e8h8,f1d3	11	0.0125995028081942	0.11034442533977	10782	739	7506	0.566668418563095	0.0388395438061701	0.394492037630735	1. e3 e6 2. b3 d5 3. Bb2 Nf6 4. f4 Be7 5. Nf3 O-O 6. Bd3	rnbq1rk1/ppp1bppp/4pn2/3p4/5P2/1P1BPN2/PBPP2PP/RN1QK2R b KQ - 4 6	256	-48	https://lichess.org/WidLz7EM
B10: Caro-Kann Defense	e2e4,c7c6,e4e5,d7d5,f1e2,e7e6	6	0.0126351427115863	0.153083692093388	765	26	559	0.566666666666667	0.0192592592592592	0.414074074074074	1. e4 c6 2. e5 d5 3. Be2 e6	rnbqkbnr/pp3ppp/2p1p3/3pP3/8/8/PPPPBPPP/RNBQK1NR w KQkq - 0 4	257	72	https://lichess.org/0iqqBVQR
A04: Zukertort Opening: Queen's Gambit Invitation	g1f3,e7e6,d2d3,f8e7,b1d2	5	0.011051635122089	0.121350345930536	6292	344	4470	0.566540608679993	0.0309742481541509	0.402485143165856	1. Nf3 e6 2. d3 Be7 3. Nbd2	rnbqk1nr/ppppbppp/4p3/8/8/3P1N2/PPPNPPPP/R1BQKB1R b KQkq - 2 3	258	-7	https://lichess.org/8ExHbejO
C00: French Defense: Horwitz Attack, Papa-Ticulat Gambit	b2b3,e7e6,e2e4,d7d5,c1b2,g8f6,e4e5,f6d7,d2d4,c7c5,c2c3,b8c6,f2f4	13	0.0109341784535433	0.113651757989288	958	92	641	0.566528681253696	0.0544056771141336	0.37906564163217	1. b3 e6 2. e4 d5 3. Bb2 Nf6 4. e5 Nfd7 5. d4 c5 6. c3 Nc6 7. f4	r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/1PP5/PB4PP/RN1QKBNR b KQkq - 0 7	259	-23	https://lichess.org/Svkwia6P
C20: King's Pawn Game: Napoleon Attack	e2e4,e7e5,d1f3,b8c6,f1c4,g8f6,c2c3,f8c5,c4b3	9	0.0380043297580536	0.119758275092969	503	24	361	0.566441441441441	0.027027027027027	0.406531531531531	1. e4 e5 2. Qf3 Nc6 3. Bc4 Nf6 4. c3 Bc5 5. Bb3	r1bqk2r/pppp1ppp/2n2n2/2b1p3/4P3/1BP2Q2/PP1P1PPP/RNB1K1NR b KQkq - 2 5	260	-124	https://lichess.org/MtFQjL6z
B13: Caro-Kann Defense: Panov Attack	e2e4,c7c6,d2d4,d7d5,e4d5,c6d5,c2c4,b8c6,c4d5	9	0.011206647453718	0.135776461521955	137788	12043	93556	0.566127196604584	0.0494808679181714	0.384391935477244	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nc6 5. cxd5	r1bqkbnr/pp2pppp/2n5/3P4/3P4/8/PP3PPP/RNBQKBNR b KQkq - 0 5	261	40	https://lichess.org/ZK4M1v1I
A00: Van Geet Opening	b1c3,d7d5,e2e4,d5e4,f1b5,c7c6,b5e2	7	0.0757896625712906	0.306827273653765	1187	45	865	0.566046733428708	0.0214592274678111	0.412494039103481	1. Nc3 d5 2. e4 dxe4 3. Bb5+ c6 4. Be2	rnbqkbnr/pp2pppp/2p5/8/4p3/2N5/PPPPBPPP/R1BQK1NR b KQkq - 1 4	262	-167	https://lichess.org/SC5tpwDa
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,e2e4,f8g7,c2c3,d7d6,f1c4,g8f6,c4f7,e8f7,d1b3	11	0.0120241067974204	0.179199100967358	1838	83	1327	0.565886699507389	0.0255541871921182	0.408559113300493	1. Nf3 g6 2. e4 Bg7 3. c3 d6 4. Bc4 Nf6 5. Bxf7+ Kxf7 6. Qb3+	rnbq3r/ppp1pkbp/3p1np1/8/4P3/1QP2N2/PP1P1PPP/RNB1K2R b KQ - 1 6	263	-452	https://lichess.org/4d3uhjyP
A10: English Opening: Anglo-Scandinavian Defense	c2c4,d7d5,c4d5,d8d5,d2d4,d5d8,e2e4	7	0.0195690748016538	0.254137639484342	473	26	337	0.565789473684211	0.0311004784688995	0.40311004784689	1. c4 d5 2. cxd5 Qxd5 3. d4 Qd8 4. e4	rnbqkbnr/ppp1pppp/8/8/3PP3/8/PP3PPP/RNBQKBNR b KQkq - 0 4	264	58	https://lichess.org/h1ttOixx
A00: Hungarian Opening	g2g3,e7e5,f1g2,d7d5,c2c4,c7c6,c4d5,c6d5,d1b3	9	0.0168873175781241	0.118048712000526	7542	559	5234	0.565579302587177	0.0419197600299962	0.392500937382827	1. g3 e5 2. Bg2 d5 3. c4 c6 4. cxd5 cxd5 5. Qb3	rnbqkbnr/pp3ppp/8/3pp3/8/1Q4P1/PP1PPPBP/RNB1K1NR b KQkq - 1 5	265	-47	https://lichess.org/t28XfBiz
D00: Queen's Pawn Game: Accelerated London System	d2d4,d7d5,c1f4,g8f6,f4g3,e7e6,c2c3	7	0.0380351766468421	0.10727061516415	9728	776	6699	0.565482764634075	0.0451084113236063	0.389408824042318	1. d4 d5 2. Bf4 Nf6 3. Bg3 e6 4. c3	rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/2P3B1/PP2PPPP/RN1QKBNR b KQkq - 0 4	266	-11	https://lichess.org/0QWKtts7
A02: Bird Opening	f2f4,e7e6,g2g3,d7d5,g1h3	5	0.054267419458223	0.527196652719665	1297	101	896	0.565387968613775	0.0440278988666085	0.390584132519616	1. f4 e6 2. g3 d5 3. Nh3	rnbqkbnr/ppp2ppp/4p3/3p4/5P2/6PN/PPPPP2P/RNBQKB1R b KQkq - 1 3	267	-53	https://lichess.org/Odi12ewP
A00: Van Geet Opening: Reversed Nimzowitsch	b1c3,e7e5,d2d4,e5d4,d1d4,b8c6,d4d3,g8f6,c1g5,f8e7,e1a1	11	0.0228892531196038	0.180162426942076	641	43	450	0.565255731922399	0.0379188712522045	0.396825396825397	1. Nc3 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qd3 Nf6 5. Bg5 Be7 6. O-O-O	r1bqk2r/ppppbppp/2n2n2/6B1/8/2NQ4/PPP1PPPP/2KR1BNR b kq - 6 6	268	74	https://lichess.org/Doyex9ql
A02: Bird Opening: From's Gambit, Lasker Variation	f2f4,e7e5,f4e5,d7d6,e5d6,f8d6,g1f3,g7g5,c2c3,g5g4,d1a4,c8d7	12	0.0128005589222197	0.114045266797468	529	29	378	0.56517094017094	0.0309829059829059	0.403846153846154	1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. c3 g4 6. Qa4+ Bd7	rn1qk1nr/pppb1p1p/3b4/8/Q5p1/2P2N2/PP1PP1PP/RNB1KB1R w KQkq - 2 7	269	65	https://lichess.org/S9qEVoqX
A01: Nimzo-Larsen Attack: Indian Variation	b2b3,g8f6,c1b2,g7g6,b2f6,e7f6,c2c4,f8g7,b1c3,e8h8,g2g3	11	0.0320201168768711	0.217727418917797	20429	2371	13350	0.565117565698479	0.0655878284923928	0.369294605809129	1. b3 Nf6 2. Bb2 g6 3. Bxf6 exf6 4. c4 Bg7 5. Nc3 O-O 6. g3	rnbq1rk1/pppp1pbp/5pp1/8/2P5/1PN3P1/P2PPP1P/R2QKBNR b KQ - 0 6	270	28	https://lichess.org/zBpdvYaJ
A48: East Indian Defense	d2d4,g8f6,g1f3,g7g6,b1d2,f8g7,e2e4,d7d6,f1c4,e8h8,d1e2	11	0.0341536972675755	0.135262102285861	1038	90	709	0.565051714752314	0.0489929232444202	0.385955362003266	1. d4 Nf6 2. Nf3 g6 3. Nbd2 Bg7 4. e4 d6 5. Bc4 O-O 6. Qe2	rnbq1rk1/ppp1ppbp/3p1np1/8/2BPP3/5N2/PPPNQPPP/R1B1K2R b KQ - 3 6	271	-8	https://lichess.org/n2wEaOLA
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,h2h4,f8g7,d2d4,d7d6,h4h5	7	0.0107426461140957	0.160101083439265	6267	439	4395	0.564543734798667	0.0395459868480317	0.395910278353302	1. Nf3 g6 2. h4 Bg7 3. d4 d6 4. h5	rnbqk1nr/ppp1ppbp/3p2p1/7P/3P4/5N2/PPP1PPP1/RNBQKB1R b KQkq - 0 4	272	65	https://lichess.org/QHK0hI35
A01: Nimzo-Larsen Attack	b2b3,e7e6,c1b2,d7d5,d2d3,g8f6,b2f6	7	0.0277235528858872	0.288163444247519	2062	136	1455	0.564467560908842	0.0372296742403504	0.398302764850808	1. b3 e6 2. Bb2 d5 3. d3 Nf6 4. Bxf6	rnbqkb1r/ppp2ppp/4pB2/3p4/8/1P1P4/P1P1PPPP/RN1QKBNR b KQkq - 0 4	273	-183	https://lichess.org/PYspLkJF
A00: Van't Kruijs Opening	e2e3,e7e5,b1c3,d7d5,d1f3,e5e4,f3g3	7	0.0243308236531569	0.10169709981828	917	57	651	0.564307692307692	0.035076923076923	0.400615384615385	1. e3 e5 2. Nc3 d5 3. Qf3 e4 4. Qg3	rnbqkbnr/ppp2ppp/8/3p4/4p3/2N1P1Q1/PPPP1PPP/R1B1KBNR b KQkq - 1 4	274	-90	https://lichess.org/hh8XOaE2
A15: English Opening: Anglo-Indian Defense	c2c4,g8f6,g2g3,g7g6,b1c3,f8g7,e2e4,d7d6,h2h3	9	0.0450393814072929	0.224824461629838	3851	327	2647	0.564249084249084	0.0479120879120879	0.387838827838828	1. c4 Nf6 2. g3 g6 3. Nc3 Bg7 4. e4 d6 5. h3	rnbqk2r/ppp1ppbp/3p1np1/8/2P1P3/2N3PP/PP1P1P2/R1BQKBNR b KQkq - 0 5	275	5	https://lichess.org/JrQrMKPy
