Opening	UCI_moves	move_index	prob	prob_trimmed	white_wins	draws	black_wins	white_win_prob	draw_prob	black_win_prob	san	fen	cluster_idx	stockfish_eval
A01: Nimzo-Larsen Attack: Indian Variation	b2b3,g8f6,c1b2,g7g6,b2f6,e7f6,e2e3,f8g7,g2g3	9	0.0513570628010931	0.3492129891305343	819	115	546	0.5533783783783783	0.0777027027027027	0.3689189189189189	1. b3 Nf6 2. Bb2 g6 3. Bxf6 exf6 4. e3 Bg7 5. g3	rnbqk2r/pppp1pbp/5pp1/8/8/1P2P1P1/P1PP1P1P/RN1QKBNR b KQkq - 0 5	410	+21
B01: Scandinavian Defense	e2e4,d7d5,f2f3,d5e4,f1c4,e4f3,c4f7	7	0.0265732286256594	0.2695769839903756	280	9	217	0.5533596837944664	0.0177865612648221	0.4288537549407115	1. e4 d5 2. f3 dxe4 3. Bc4 exf3 4. Bxf7+	rnbqkbnr/ppp1pBpp/8/8/8/5p2/PPPP2PP/RNBQK1NR b KQkq - 0 4	411	+535
D10: Slav Defense: Exchange Variation	c2c4,d7d5,d2d4,c7c6,c4d5,c6d5,c1g5	7	0.0168271807301144	0.2185294927467025	16182	1842	11224	0.5532685995623632	0.0629786652078774	0.3837527352297593	1. c4 d5 2. d4 c6 3. cxd5 cxd5 4. Bg5	rnbqkbnr/pp2pppp/8/3p2B1/3P4/8/PP2PPPP/RN1QKBNR b KQkq - 1 4	412	0
C00: French Defense: King's Indian Attack	d2d3,e7e6,e2e4,d7d5,b1d2,g8f6,f1e2,d5e4,d3e4	9	0.0117047620210971	0.1040098657665173	979	54	737	0.5531073446327683	0.0305084745762711	0.4163841807909604	1. d3 e6 2. e4 d5 3. Nd2 Nf6 4. Be2 dxe4 5. dxe4	rnbqkb1r/ppp2ppp/4pn2/8/4P3/8/PPPNBPPP/R1BQK1NR b KQkq - 0 5	413	-12
B20: Sicilian Defense: Wing Gambit, Carlsbad Variation	e2e4,c7c5,b2b4,c5b4,a2a3,b4a3,c2c3	7	0.0695956394117537	0.2970857122133585	652	45	482	0.553011026293469	0.0381679389312977	0.4088210347752332	1. e4 c5 2. b4 cxb4 3. a3 bxa3 4. c3	rnbqkbnr/pp1ppppp/8/8/4P3/p1P5/3P1PPP/RNBQKBNR b KQkq - 0 4	414	+69
A00: Van Geet Opening: Dunst-Perrenet Gambit	e2e4,d7d5,d2d3,d5e4,b1c3,e4d3,g1f3,d3c2,d1c2	9	0.0280298309278337	0.2843537527837025	574	22	442	0.5529865125240848	0.0211946050096339	0.4258188824662813	1. e4 d5 2. d3 dxe4 3. Nc3 exd3 4. Nf3 dxc2 5. Qxc2	rnbqkbnr/ppp1pppp/8/8/8/2N2N2/PPQ2PPP/R1B1KB1R b KQkq - 0 5	415	+125
A01: Nimzo-Larsen Attack: Spike Variation	b2b3,g8f6,c1b2,g7g6,g2g4,f8g7,g4g5,f6h5,b2g7,h5g7,b1c3,e8h8,h2h4	13	0.016028810863534	0.1089912204586506	548	31	412	0.5529767911200807	0.0312815338042381	0.4157416750756811	1. b3 Nf6 2. Bb2 g6 3. g4 Bg7 4. g5 Nh5 5. Bxg7 Nxg7 6. Nc3 O-O 7. h4	rnbq1rk1/ppppppnp/6p1/6P1/7P/1PN5/P1PPPP2/R2QKBNR b KQ - 0 7	416	+46
A45: Indian Defense	d2d4,g8f6,c2c3,g7g6,b1d2,f8g7,e2e4,d7d6,e4e5	9	0.0318356334369375	0.1260816558906014	710	50	524	0.5529595015576324	0.0389408099688473	0.4080996884735202	1. d4 Nf6 2. c3 g6 3. Nd2 Bg7 4. e4 d6 5. e5	rnbqk2r/ppp1ppbp/3p1np1/4P3/3P4/2P5/PP1N1PPP/R1BQKBNR b KQkq - 0 5	417	+77
C00: French Defense: La Bourdonnais Variation	e2e4,e7e6,f2f4,d7d5,e4e5,c7c5,c2c4,b8c6,b1c3,d5d4,c3e4	11	0.0125948039799623	0.1071509018309427	648	43	481	0.552901023890785	0.0366894197952218	0.4104095563139932	1. e4 e6 2. f4 d5 3. e5 c5 4. c4 Nc6 5. Nc3 d4 6. Ne4	r1bqkbnr/pp3ppp/2n1p3/2p1P3/2PpNP2/8/PP1P2PP/R1BQKBNR b KQkq - 1 6	418	+64
A06: Nimzo-Larsen Attack: Norfolk Gambit	g1f3,d7d5,b2b3,c7c5,e2e4,d5e4,f3e5	7	0.0291061167375344	0.1047889618324347	1052	77	774	0.5528113504992118	0.0404624277456647	0.4067262217551234	1. Nf3 d5 2. b3 c5 3. e4 dxe4 4. Ne5	rnbqkbnr/pp2pppp/8/2p1N3/4p3/1P6/P1PP1PPP/RNBQKB1R b KQkq - 1 4	419	+62
C45: Scotch Game: Potter Variation	e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,f3d4,f8c5,d4b3,c5b6,d1e2	11	0.0452907158048938	0.1427189490526547	8440	682	6148	0.5527177472167649	0.0446627373935821	0.4026195153896529	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Nb3 Bb6 6. Qe2	r1bqk1nr/pppp1ppp/1bn5/8/4P3/1N6/PPP1QPPP/RNB1KB1R b KQkq - 4 6	420	-15
A02: Bird Opening	f2f4,c7c5,g1f3,b8c6,d2d3,e7e6,g2g3	7	0.0114604669953779	0.101626203875791	713	66	511	0.5527131782945737	0.0511627906976744	0.3961240310077519	1. f4 c5 2. Nf3 Nc6 3. d3 e6 4. g3	r1bqkbnr/pp1p1ppp/2n1p3/2p5/5P2/3P1NP1/PPP1P2P/RNBQKB1R b KQkq - 0 4	421	+17
A13: English Opening: Agincourt Defense	c2c4,e7e6,g2g3,d7d5,f1g2,c7c6,d1c2	7	0.0134713565392231	0.1153772181673128	1701	197	1180	0.5526315789473685	0.0640025990903183	0.3833658219623131	1. c4 e6 2. g3 d5 3. Bg2 c6 4. Qc2	rnbqkbnr/pp3ppp/2p1p3/3p4/2P5/6P1/PPQPPPBP/RNB1K1NR b KQkq - 1 4	422	-1
B10: Caro-Kann Defense	e2e4,c7c6,g1f3,d7d5,d2d3,d5e4,d3e4,d8d1,e1d1,g8f6,f3d2	11	0.014478229698005	0.1754139947397933	4086	617	2691	0.5526102245063566	0.0834460373275629	0.3639437381660806	1. e4 c6 2. Nf3 d5 3. d3 dxe4 4. dxe4 Qxd1+ 5. Kxd1 Nf6 6. Nfd2	rnb1kb1r/pp2pppp/2p2n2/8/4P3/8/PPPN1PPP/RNBK1B1R b kq - 2 6	423	-20
A00: Van't Kruijs Opening	e2e3,e7e6,c2c3,d7d5,b2b4,g8f6,c1a3	7	0.027650254497981	0.2421564953415307	321	31	229	0.5524956970740104	0.0533562822719449	0.3941480206540447	1. e3 e6 2. c3 d5 3. b4 Nf6 4. Ba3	rnbqkb1r/ppp2ppp/4pn2/3p4/1P6/B1P1P3/P2P1PPP/RN1QKBNR b KQkq - 2 4	424	+99
C21: Center Game: von der Lasa Gambit	e2e4,e7e5,d2d4,e5d4,f1c4,b8c6,c4f7,e8f7,f2f4	9	0.092401436641756	0.2911730515648401	401	20	305	0.5523415977961432	0.0275482093663911	0.4201101928374656	1. e4 e5 2. d4 exd4 3. Bc4 Nc6 4. Bxf7+ Kxf7 5. f4	r1bq1bnr/pppp1kpp/2n5/8/3pPP2/8/PPP3PP/RNBQK1NR b KQ - 0 5	425	+717
A40: Horwitz Defense	d2d4,e7e6,g1f3,d7d5,c1g5,g8f6,g5f6,d8f6,c2c4	9	0.0162534050809696	0.16561675061144	7722	646	5616	0.5522025171624714	0.046195652173913	0.4016018306636155	1. d4 e6 2. Nf3 d5 3. Bg5 Nf6 4. Bxf6 Qxf6 5. c4	rnb1kb1r/ppp2ppp/4pq2/3p4/2PP4/5N2/PP2PPPP/RN1QKB1R b KQkq - 0 5	426	+52
B10: Caro-Kann Defense	e2e4,c7c6,f2f4,d7d5,g1f3,d5e4,f3g5,g8f6,f1c4,e7e6,b1c3	11	0.0272073548337791	0.3296363503856996	2251	198	1628	0.5521216580819229	0.0485651214128035	0.3993132205052734	1. e4 c6 2. f4 d5 3. Nf3 dxe4 4. Ng5 Nf6 5. Bc4 e6 6. Nc3	rnbqkb1r/pp3ppp/2p1pn2/6N1/2B1pP2/2N5/PPPP2PP/R1BQK2R b KQkq - 1 6	427	+99
A04: Zukertort Opening: Sicilian Invitation	g1f3,c7c5,g2g3,e7e6	4	0.0135519304303958	0.1332381233906611	108934	8733	79649	0.5520788988221939	0.0442589551784954	0.4036621459993108	1. Nf3 c5 2. g3 e6	rnbqkbnr/pp1p1ppp/4p3/2p5/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3	428	+50
A00: Mieses Opening	d2d3,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,h2h3,e8h8,g2g3	11	0.0132514255940855	0.101060107563845	2264	204	1633	0.5520604730553523	0.049743964886613	0.3981955620580346	1. d3 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. h3 O-O 6. g3	rnbq1rk1/ppp1ppbp/3p1np1/8/2P1P3/2NP2PP/PP3P2/R1BQKBNR b KQ - 0 6	429	0
C44: Scotch Game	e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,f1d3,g8f6,e1h1	9	0.0394694314330582	0.1243750661415515	2397	147	1798	0.5520497466605251	0.0338553661906955	0.4140948871487793	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bd3 Nf6 5. O-O	r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/3B1N2/PPP2PPP/RNBQ1RK1 b kq - 3 5	430	-5
A00: Mieses Opening: Reversed Rat	d2d3,e7e5,c2c3,d7d5,h2h3,g8f6,g1f3	7	0.0199463841362747	0.1472866058227362	345	24	256	0.552	0.0384	0.4096	1. d3 e5 2. c3 d5 3. h3 Nf6 4. Nf3	rnbqkb1r/ppp2ppp/5n2/3pp3/8/2PP1N1P/PP2PPP1/RNBQKB1R b KQkq - 2 4	431	+81
A00: Hungarian Opening	g2g3,e7e5,c2c3,d7d5,f1g2,g8f6,d2d4,e5e4,c1g5	9	0.0161012187066824	0.1125535847341944	1428	113	1046	0.5519907228449942	0.0436799381522999	0.4043293390027058	1. g3 e5 2. c3 d5 3. Bg2 Nf6 4. d4 e4 5. Bg5	rnbqkb1r/ppp2ppp/5n2/3p2B1/3Pp3/2P3P1/PP2PPBP/RN1QK1NR b KQkq - 1 5	432	+86
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,e4d5,e6d5,g1f3,g8f6,d1b3	9	0.0309342809050205	0.2649407479072867	988	63	739	0.5519553072625698	0.0351955307262569	0.4128491620111731	1. c4 e6 2. e4 d5 3. exd5 exd5 4. Nf3 Nf6 5. Qb3	rnbqkb1r/ppp2ppp/5n2/3p4/2P5/1Q3N2/PP1P1PPP/RNB1KB1R b KQkq - 3 5	433	+138
A03: Bird Opening: Dutch Variation	f2f4,d7d5,b2b3,c7c5,e2e3,b8c6,f1b5	7	0.0502997940452721	0.1502932835334622	2098	192	1512	0.551814834297738	0.0504997369805365	0.3976854287217254	1. f4 d5 2. b3 c5 3. e3 Nc6 4. Bb5	r1bqkbnr/pp2pppp/2n5/1Bpp4/5P2/1P2P3/P1PP2PP/RNBQK1NR b KQkq - 2 4	434	+47
C44: Scotch Game: Göring Gambit	e2e4,e7e5,c2c3,b8c6,d2d4,e5d4,g1f3,d4c3,f1d3	9	0.0437903009669903	0.1379908800653796	1795	94	1364	0.5517983399938519	0.0288964033200122	0.4193052566861359	1. e4 e5 2. c3 Nc6 3. d4 exd4 4. Nf3 dxc3 5. Bd3	r1bqkbnr/pppp1ppp/2n5/8/4P3/2pB1N2/PP3PPP/RNBQK2R b KQkq - 1 5	435	+106
A01: Nimzo-Larsen Attack	b2b3,e7e6,c2c4,d7d5,c4d5,e6d5,c1b2,g8f6,b2f6	9	0.0300076818673688	0.3119050792795997	309	20	231	0.5517857142857143	0.0357142857142857	0.4125	1. b3 e6 2. c4 d5 3. cxd5 exd5 4. Bb2 Nf6 5. Bxf6	rnbqkb1r/ppp2ppp/5B2/3p4/8/1P6/P2PPPPP/RN1QKBNR b KQkq - 0 5	436	+178
A00: Hungarian Opening: Reversed Alekhine	g2g3,e7e5,g1f3,b8c6,f3e5	5	0.0196394574033346	0.1372872062201356	1019	50	778	0.5517054683270168	0.0270709258256632	0.42122360584732	1. g3 e5 2. Nf3 Nc6 3. Nxe5	r1bqkbnr/pppp1ppp/2n5/4N3/8/6P1/PPPPPP1P/RNBQKB1R b KQkq - 0 3	437	+400
A13: English Opening: Agincourt Defense	c2c4,e7e6,g1f3,d7d5,e2e3,g8f6,b1c3,f8e7,d1c2	9	0.0125292316172428	0.1073082644322011	2003	149	1479	0.551638667033875	0.0410355274029193	0.4073258055632057	1. c4 e6 2. Nf3 d5 3. e3 Nf6 4. Nc3 Be7 5. Qc2	rnbqk2r/ppp1bppp/4pn2/3p4/2P5/2N1PN2/PPQP1PPP/R1B1KB1R b KQkq - 4 5	438	+13
A00: Hungarian Opening: Indian Defense	g2g3,g8f6,f1g2,g7g6,e2e4,d7d6,b1c3,f8g7,h2h3	9	0.0118980778244462	0.1114965773586621	1626	132	1190	0.5515603799185889	0.044776119402985	0.403663500678426	1. g3 Nf6 2. Bg2 g6 3. e4 d6 4. Nc3 Bg7 5. h3	rnbqk2r/ppp1ppbp/3p1np1/8/4P3/2N3PP/PPPP1PB1/R1BQK1NR b KQkq - 0 5	439	+17
C00: French Defense: Alapin Gambit	e2e4,e7e6,d2d4,d7d5,c1e3,g8f6,b1d2	7	0.0160675552133328	0.136695500308392	1622	129	1190	0.5515130907854471	0.0438626317579054	0.4046242774566474	1. e4 e6 2. d4 d5 3. Be3 Nf6 4. Nd2	rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/4B3/PPPN1PPP/R2QKBNR b KQkq - 3 4	440	+68
A00: Hungarian Opening: Indian Defense	g2g3,g8f6,f1g2,g7g6,e2e4,d7d6,b2b3	7	0.0125936486237223	0.1180147531996847	541	40	400	0.5514780835881753	0.0407747196738022	0.4077471967380224	1. g3 Nf6 2. Bg2 g6 3. e4 d6 4. b3	rnbqkb1r/ppp1pp1p/3p1np1/8/4P3/1P4P1/P1PP1PBP/RNBQK1NR b KQkq - 0 4	441	+11
A40: Horwitz Defense	d2d4,e7e6,e2e3,d7d5,f1d3,g8f6	6	0.0221552915897387	0.2257549961784743	280081	20854	206952	0.5514632191806446	0.0410603145975384	0.407476466221817	1. d4 e6 2. e3 d5 3. Bd3 Nf6	rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/3BP3/PPP2PPP/RNBQK1NR w KQkq - 2 4	442	+25
A43: Benoni Defense: Benoni Gambit Accepted	d2d4,c7c5,d4c5,d8a5,b1d2,a5c5,a2a3	7	0.0108716166020738	0.1833969201174311	279	20	207	0.5513833992094862	0.0395256916996047	0.4090909090909091	1. d4 c5 2. dxc5 Qa5+ 3. Nd2 Qxc5 4. a3	rnb1kbnr/pp1ppppp/8/2q5/8/P7/1PPNPPPP/R1BQKBNR b KQkq - 0 4	443	-13
D00: Blackmar-Diemer Gambit: Teichmann Variation	d2d4,d7d5,e2e4,d5e4,b1c3,g8f6,f2f3,e4f3,g1f3,c8g4,f1d3	11	0.0447633236320094	0.1262460092503937	7521	467	5656	0.5512313104661389	0.0342274992670771	0.4145411902667839	1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4 6. Bd3	rn1qkb1r/ppp1pppp/5n2/8/3P2b1/2NB1N2/PPP3PP/R1BQK2R b KQkq - 2 6	444	+105
B10: Caro-Kann Defense: Accelerated Panov Attack, Modern Variation	e2e4,c7c6,c2c4,d7d5,c4d5,c6d5,e4d5,g8f6,b1c3,f6d5,f1b5,b8c6,d1a4,d5c3,b5c6	15	0.0101965105165295	0.1235379379536443	619	68	436	0.5512021371326803	0.0605520926090828	0.3882457702582368	1. e4 c6 2. c4 d5 3. cxd5 cxd5 4. exd5 Nf6 5. Nc3 Nxd5 6. Bb5+ Nc6 7. Qa4 Nxc3 8. Bxc6+	r1bqkb1r/pp2pppp/2B5/8/Q7/2n5/PP1P1PPP/R1B1K1NR b KQkq - 0 8	445	-2
C21: Center Game: Halasz-McDonnell Gambit	e2e4,e7e5,d2d4,e5d4,f2f4,b8c6,c2c3,d4c3,g1f3	9	0.0450673992016175	0.1420152394653983	410	13	321	0.5510752688172043	0.0174731182795698	0.4314516129032258	1. e4 e5 2. d4 exd4 3. f4 Nc6 4. c3 dxc3 5. Nf3	r1bqkbnr/pppp1ppp/2n5/8/4PP2/2p2N2/PP4PP/RNBQKB1R b KQkq - 1 5	446	+225
A30: English Opening: Symmetrical Variation	c2c4,c7c5,d2d4,c5d4,d1d4,b8c6,d4d2,g8f6,b1c3,g7g6,b2b3,f8g7,c1b2,e8h8,g2g3	15	0.0120500751399171	0.1004604900628845	730	78	517	0.5509433962264151	0.0588679245283018	0.390188679245283	1. c4 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qd2 Nf6 5. Nc3 g6 6. b3 Bg7 7. Bb2 O-O 8. g3	r1bq1rk1/pp1pppbp/2n2np1/8/2P5/1PN3P1/PB1QPP1P/R3KBNR b KQ - 0 8	447	+164
A00: Van Geet Opening: Reversed Nimzowitsch	b1c3,e7e5,d2d4,e5d4,d1d4,g8f6,d4h4	7	0.0168043673846868	0.1322679947410994	639	39	482	0.5508620689655173	0.0336206896551724	0.4155172413793103	1. Nc3 e5 2. d4 exd4 3. Qxd4 Nf6 4. Qh4	rnbqkb1r/pppp1ppp/5n2/8/7Q/2N5/PPP1PPPP/R1B1KBNR b KQkq - 2 4	448	+53
C62: Ruy Lopez: Steinitz Defense	e2e4,e7e5,g1f3,b8c6,f1b5,d7d6,d2d4	7	0.0412906910128645	0.1301141729002472	475950	46512	341702	0.5507635124814272	0.0538231169083646	0.3954133706102082	1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. d4	r1bqkbnr/ppp2ppp/2np4/1B2p3/3PP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 4	449	-48
C00: French Defense: Chigorin Variation	e2e4,e7e6,d1e2,d7d5,d2d3,d5e4,d3e4	7	0.0231962923347254	0.1973435749182214	19091	1554	14018	0.5507601765571358	0.0448316648876323	0.4044081585552318	1. e4 e6 2. Qe2 d5 3. d3 dxe4 4. dxe4	rnbqkbnr/ppp2ppp/4p3/8/4P3/8/PPP1QPPP/RNB1KBNR b KQkq - 0 4	450	-10
B01: Scandinavian Defense	e2e4,d7d5,f2f3,d5e4,c2c3,e4f3,g1f3,g8f6,f1c4	9	0.0158657816462641	0.1609533273167938	993	42	768	0.5507487520798668	0.0232945091514143	0.4259567387687188	1. e4 d5 2. f3 dxe4 3. c3 exf3 4. Nxf3 Nf6 5. Bc4	rnbqkb1r/ppp1pppp/5n2/8/2B5/2P2N2/PP1P2PP/RNBQK2R b KQkq - 2 5	451	+122
A00: Hungarian Opening: Indian Defense	g2g3,g8f6,f1g2,g7g6,d2d3,f8g7,b1c3,e8h8,c1g5,d7d6,d1d2	11	0.0127795982803513	0.1197572825881337	391	25	294	0.5507042253521127	0.0352112676056338	0.4140845070422535	1. g3 Nf6 2. Bg2 g6 3. d3 Bg7 4. Nc3 O-O 5. Bg5 d6 6. Qd2	rnbq1rk1/ppp1ppbp/3p1np1/6B1/8/2NP2P1/PPPQPPBP/R3K1NR b KQ - 1 6	452	0
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,e2e4,e7e6,c1g5	7	0.0107788740799261	0.1606410003758046	12116	764	9123	0.5506521837931191	0.0347225378357496	0.4146252783711312	1. Nf3 g6 2. d4 Bg7 3. e4 e6 4. Bg5	rnbqk1nr/pppp1pbp/4p1p1/6B1/3PP3/5N2/PPP2PPP/RN1QKB1R b KQkq - 1 4	453	-67
A10: English Opening: Anglo-Scandinavian Defense	c2c4,d7d5,c4d5,d8d5,e2e3,d5d8,g1e2	7	0.0170389715938414	0.221279956461389	283	16	215	0.5505836575875487	0.0311284046692607	0.4182879377431907	1. c4 d5 2. cxd5 Qxd5 3. e3 Qd8 4. Ne2	rnbqkbnr/ppp1pppp/8/8/8/4P3/PP1PNPPP/RNBQKB1R b KQkq - 2 4	454	+12
A00: Mieses Opening	d2d3,g8f6,c2c3,g7g6,d1c2,f8g7,b1d2,e8h8,a2a4	9	0.0318319977221183	0.2427621912019164	850	67	627	0.5505181347150259	0.0433937823834196	0.4060880829015544	1. d3 Nf6 2. c3 g6 3. Qc2 Bg7 4. Nd2 O-O 5. a4	rnbq1rk1/ppppppbp/5np1/8/P7/2PP4/1PQNPPPP/R1B1KBNR b KQ - 0 5	455	+105
A05: Zukertort Opening: Nimzo-Larsen Variation	g1f3,g8f6,b2b3,g7g6,c1b2,f8g7,g2g3,e8h8,f1g2,d7d5,c2c4	11	0.0201426676526003	0.1020061443197565	8312	1296	5491	0.5505000331147758	0.0858334989072124	0.3636664679780118	1. Nf3 Nf6 2. b3 g6 3. Bb2 Bg7 4. g3 O-O 5. Bg2 d5 6. c4	rnbq1rk1/ppp1ppbp/5np1/3p4/2P5/1P3NP1/PB1PPPBP/RN1QK2R b KQ - 0 6	456	-21
B10: Caro-Kann Defense	e2e4,c7c6,g1f3,d7d5,d2d3,d5e4,d3e4,d8d1,e1d1,c8g4,c1e3	11	0.0214718312111845	0.2601464243692333	1375	204	919	0.5504403522818254	0.0816653322658126	0.3678943154523619	1. e4 c6 2. Nf3 d5 3. d3 dxe4 4. dxe4 Qxd1+ 5. Kxd1 Bg4 6. Be3	rn2kbnr/pp2pppp/2p5/8/4P1b1/4BN2/PPP2PPP/RN1K1B1R b kq - 2 6	457	-25
A01: Nimzo-Larsen Attack	b2b3,e7e6,g1f3,d7d5,c1b2,g8f6,b2f6	7	0.0350639510287211	0.364460822858897	5977	450	4432	0.5504190072750713	0.0414402799521134	0.4081407127728151	1. b3 e6 2. Nf3 d5 3. Bb2 Nf6 4. Bxf6	rnbqkb1r/ppp2ppp/4pB2/3p4/8/1P3N2/P1PPPPPP/RN1QKB1R b KQkq - 0 4	458	+130
A16: English Opening: Anglo-Indian Defense, Queen's Knight Variation	c2c4,g8f6,b1c3,g7g6,e2e4,d7d6,g1e2,f8g7,e2g3	9	0.0358474631909213	0.178940881532385	415	31	308	0.5503978779840849	0.0411140583554376	0.4084880636604774	1. c4 Nf6 2. Nc3 g6 3. e4 d6 4. Nge2 Bg7 5. Ng3	rnbqk2r/ppp1ppbp/3p1np1/8/2P1P3/2N3N1/PP1P1PPP/R1BQKB1R b KQkq - 3 5	459	+64
B18: Caro-Kann Defense: Classical Variation, Main Line	e2e4,c7c6,d2d4,d7d5,b1d2,d5e4,d2e4,c8f5,e4g3,f5g6,h2h4,h7h6,g1e2	13	0.0232148564937754	0.2812644086897786	7628	725	5509	0.5502813446833069	0.0523012552301255	0.3974174000865676	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. N1e2	rn1qkbnr/pp2ppp1/2p3bp/8/3P3P/6N1/PPP1NPP1/R1BQKB1R b KQkq - 1 7	460	-26
A43: Benoni Defense: Benoni Gambit Accepted	d2d4,c7c5,d4c5,d8a5,b1c3,a5c5,e2e4	7	0.011052498173795	0.1864482715745224	11680	786	8763	0.5501907767676292	0.0370248245324791	0.4127843986998916	1. d4 c5 2. dxc5 Qa5+ 3. Nc3 Qxc5 4. e4	rnb1kbnr/pp1ppppp/8/2q5/4P3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4	461	-94
A16: English Opening: Anglo-Indian Defense, Queen's Knight Variation	c2c4,g8f6,b1c3,g7g6,e2e4,d7d6,d2d3,f8g7,f1e2,e8h8,h2h4	11	0.0266763958977531	0.1331613836278316	1472	117	1087	0.5500747384155455	0.0437219730941704	0.406203288490284	1. c4 Nf6 2. Nc3 g6 3. e4 d6 4. d3 Bg7 5. Be2 O-O 6. h4	rnbq1rk1/ppp1ppbp/3p1np1/8/2P1P2P/2NP4/PP2BPP1/R1BQK1NR b KQ - 0 6	462	0
B18: Caro-Kann Defense: Classical Variation, Main Line	e2e4,c7c6,d2d4,d7d5,b1d2,d5e4,d2e4,c8f5,e4g3,f5g6,h2h4,h7h6,g1h3	13	0.0232148564937754	0.2812644086897786	14806	1586	10525	0.55006129955047	0.0589218709365828	0.3910168295129472	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nh3	rn1qkbnr/pp2ppp1/2p3bp/8/3P3P/6NN/PPP2PP1/R1BQKB1R b KQkq - 1 7	463	-19
